Branch,Quarter,Date,Scenario,Volume
Chennai,Q3,01-10-2020,Pessimistic,14696.5
Chennai,Q4,01-01-2021,Pessimistic,17664.7
Chennai,Q1,01-04-2021,Pessimistic,23624.05
Chennai,Q2,01-07-2021,Pessimistic,13319.5
Chennai,Q3,01-10-2021,Pessimistic,16821.925
Chennai,Q4,01-01-2022,Pessimistic,18430.55
Chennai,Q1,01-04-2022,Pessimistic,29661.6
Chennai,Q2,01-07-2022,Pessimistic,12418.5
Chennai,Q3,01-10-2022,Pessimistic,21731.524999999998
Chennai,Q4,01-01-2023,Pessimistic,23838.25
Chennai,Q1,01-04-2023,Pessimistic,33117.7
Chennai,Q2,01-07-2023,Pessimistic,16306.824999999999
Chennai,Q3,01-10-2023,Pessimistic,25662.35
Chennai,Q4,01-01-2024,Pessimistic,38422.549999999996
Chennai,Q1,01-04-2024,Pessimistic,55363.9
Chennai,Q2,01-07-2024,Pessimistic,16689.173576658282
Chennai,Q3,01-10-2024,Pessimistic,29782.84161958928
Chennai,Q4,01-01-2025,Pessimistic,41681.61951385295
Chennai, Q1      ,01-04-2025,Pessimistic,59708.505
Chennai, Q2      ,01-07-2025,Pessimistic,17882.47
Chennai, Q3      ,01-10-2025,Pessimistic,32735.54
Chennai, Q4      ,01-01-2026,Pessimistic,45853.844999999994
Chennai, Q1      ,01-04-2026,Pessimistic,65753.28
Chennai, Q2      ,01-07-2026,Pessimistic,19075.274999999998
Chennai, Q3      ,01-10-2026,Pessimistic,35670.505000000005
Chennai, Q4      ,01-01-2027,Pessimistic,50026.07
Chennai, Q1      ,01-04-2027,Pessimistic,71798.05500000001
Chennai, Q2      ,01-07-2027,Pessimistic,20268.079999999998
Chennai, Q3      ,01-10-2027,Pessimistic,38605.469999999994
Chennai, Q4      ,01-01-2028,Pessimistic,54198.295
Chennai, Q1      ,01-04-2028,Pessimistic,77842.83
Chennai, Q2      ,01-07-2028,Pessimistic,21460.885
Chennai, Q3      ,01-10-2028,Pessimistic,41540.435
Chennai, Q4      ,01-01-2029,Pessimistic,58370.52
Chennai,2,01-04-2029,Pessimistic,80677.05784493581
Chennai,3,01-07-2029,Pessimistic,24961.03283139556
Chennai,4,01-10-2029,Pessimistic,44966.43091472706
Cochin,Q1,01-04-2019,Pessimistic,3224.0499999999997
Cochin,Q2,01-07-2019,Pessimistic,3454.825
Cochin,Q3,01-10-2019,Pessimistic,3052.775
Cochin,Q4,01-01-2020,Pessimistic,4813.125
Cochin,Q1,01-04-2020,Pessimistic,1207.85
Cochin,Q2,01-07-2020,Pessimistic,2238.475
Cochin,Q3,01-10-2020,Pessimistic,4175.625
Cochin,Q4,01-01-2021,Pessimistic,4933.825
Cochin,Q1,01-04-2021,Pessimistic,3087.625
Cochin,Q2,01-07-2021,Pessimistic,2190.025
Cochin,Q3,01-10-2021,Pessimistic,4550.9
Cochin,Q4,01-01-2022,Pessimistic,7047.349999999999
Cochin,Q1,01-04-2022,Pessimistic,3473.1
Cochin,Q2,01-07-2022,Pessimistic,3441.225
Cochin,Q3,01-10-2022,Pessimistic,4627.825
Cochin,Q4,01-01-2023,Pessimistic,6125.95
Cochin,Q1,01-04-2023,Pessimistic,5890.075
Cochin,Q2,01-07-2023,Pessimistic,7225.849999999999
Cochin,Q3,01-10-2023,Pessimistic,7759.65
Cochin,Q4,01-01-2024,Pessimistic,16035.25
Cochin,Q1,01-04-2024,Pessimistic,17786.25
Cochin,Q2,01-07-2024,Pessimistic,7395.2755909808475
Cochin,Q3,01-10-2024,Pessimistic,9005.58315873039
Cochin,Q4,01-01-2025,Pessimistic,17395.38862749892
Cochin, Q1      ,01-04-2025,Pessimistic,19563.09
Cochin, Q2      ,01-07-2025,Pessimistic,7782.004999999999
Cochin, Q3      ,01-10-2025,Pessimistic,9898.42
Cochin, Q4      ,01-01-2026,Pessimistic,19180.93
Cochin, Q1      ,01-04-2026,Pessimistic,21348.515
Cochin, Q2      ,01-07-2026,Pessimistic,8168.839999999999
Cochin, Q3      ,01-10-2026,Pessimistic,10876.345000000001
Cochin, Q4      ,01-01-2027,Pessimistic,20974.855
Cochin, Q1      ,01-04-2027,Pessimistic,23133.940000000002
Cochin, Q2      ,01-07-2027,Pessimistic,8555.675
Cochin, Q3      ,01-10-2027,Pessimistic,11854.27
Cochin, Q4      ,01-01-2028,Pessimistic,22768.78
Cochin, Q1      ,01-04-2028,Pessimistic,24919.365
Cochin, Q2      ,01-07-2028,Pessimistic,8942.51
Cochin, Q3      ,01-10-2028,Pessimistic,12832.195
Cochin, Q4      ,01-01-2029,Pessimistic,24562.704999999998
Cochin,2,01-04-2029,Pessimistic,25798.645924576784
Cochin,3,01-07-2029,Pessimistic,10122.19767873921
Cochin,4,01-10-2029,Pessimistic,14076.715143980033
Secundarabad,Q1,01-04-2019,Pessimistic,10128.175
Secundarabad,Q2,01-07-2019,Pessimistic,5087.25
Secundarabad,Q3,01-10-2019,Pessimistic,11275.25
Secundarabad,Q4,01-01-2020,Pessimistic,21906.625
Secundarabad,Q1,01-04-2020,Pessimistic,3256.35
Secundarabad,Q2,01-07-2020,Pessimistic,4510.95
Secundarabad,Q3,01-10-2020,Pessimistic,8903.75
Secundarabad,Q4,01-01-2021,Pessimistic,21588.725
Secundarabad,Q1,01-04-2021,Pessimistic,11863.875
Secundarabad,Q2,01-07-2021,Pessimistic,6732.849999999999
Secundarabad,Q3,01-10-2021,Pessimistic,17553.774999999998
Secundarabad,Q4,01-01-2022,Pessimistic,16444.95
Secundarabad,Q1,01-04-2022,Pessimistic,18022.55
Secundarabad,Q2,01-07-2022,Pessimistic,6311.25
Secundarabad,Q3,01-10-2022,Pessimistic,19575.075
Secundarabad,Q4,01-01-2023,Pessimistic,26372.1
Secundarabad,Q1,01-04-2023,Pessimistic,16362.074999999999
Secundarabad,Q2,01-07-2023,Pessimistic,9137.5
Secundarabad,Q3,01-10-2023,Pessimistic,30467.825
Secundarabad,Q4,01-01-2024,Pessimistic,35208.7
Secundarabad,Q1,01-04-2024,Pessimistic,34141.1
Secundarabad,Q2,01-07-2024,Pessimistic,9351.699999999999
Secundarabad,Q3,01-10-2024,Pessimistic,35359.91078246388
Secundarabad,Q4,01-01-2025,Pessimistic,38195.16500017287
Secundarabad, Q1      ,01-04-2025,Pessimistic,35908.335
Secundarabad, Q2      ,01-07-2025,Pessimistic,9781.12
Secundarabad, Q3      ,01-10-2025,Pessimistic,38899.655
Secundarabad, Q4      ,01-01-2026,Pessimistic,42071.259999999995
Secundarabad, Q1      ,01-04-2026,Pessimistic,37675.57
Secundarabad, Q2      ,01-07-2026,Pessimistic,10210.539999999999
Secundarabad, Q3      ,01-10-2026,Pessimistic,42440.244999999995
Secundarabad, Q4      ,01-01-2027,Pessimistic,45947.685
Secundarabad, Q1      ,01-04-2027,Pessimistic,39442.805
Secundarabad, Q2      ,01-07-2027,Pessimistic,10639.96
Secundarabad, Q3      ,01-10-2027,Pessimistic,45980.835
Secundarabad, Q4      ,01-01-2028,Pessimistic,49824.11
Secundarabad, Q1      ,01-04-2028,Pessimistic,41210.04
Secundarabad, Q2      ,01-07-2028,Pessimistic,11069.38
Secundarabad, Q3      ,01-10-2028,Pessimistic,49521.424999999996
Secundarabad, Q4      ,01-01-2029,Pessimistic,53700.534999999996
Secundarabad,2,01-04-2029,Pessimistic,44390.62434344462
Secundarabad,3,01-07-2029,Pessimistic,14840.945423846364
Secundarabad,4,01-10-2029,Pessimistic,52654.70195556049
Vijayawada,Q1,01-04-2019,Pessimistic,16263.9
Vijayawada,Q2,01-07-2019,Pessimistic,3576.7999999999997
Vijayawada,Q3,01-10-2019,Pessimistic,5771.5
Vijayawada,Q4,01-01-2020,Pessimistic,9829.4
Vijayawada,Q1,01-04-2020,Pessimistic,4051.1
Vijayawada,Q2,01-07-2020,Pessimistic,4732.8
Vijayawada,Q3,01-10-2020,Pessimistic,6651.25
Vijayawada,Q4,01-01-2021,Pessimistic,9658.125
Vijayawada,Q1,01-04-2021,Pessimistic,9297.3
Vijayawada,Q2,01-07-2021,Pessimistic,4621.45
Vijayawada,Q3,01-10-2021,Pessimistic,5290.825
Vijayawada,Q4,01-01-2022,Pessimistic,8195.699999999999
Vijayawada,Q1,01-04-2022,Pessimistic,9506.4
Vijayawada,Q2,01-07-2022,Pessimistic,4296.325
Vijayawada,Q3,01-10-2022,Pessimistic,4619.75
Vijayawada,Q4,01-01-2023,Pessimistic,11081.875
Vijayawada,Q1,01-04-2023,Pessimistic,16849.125
Vijayawada,Q2,01-07-2023,Pessimistic,5477.4
Vijayawada,Q3,01-10-2023,Pessimistic,12366.225
Vijayawada,Q4,01-01-2024,Pessimistic,20269.1
Vijayawada,Q1,01-04-2024,Pessimistic,28455.45
Vijayawada,Q2,01-07-2024,Pessimistic,5605.75
Vijayawada,Q3,01-10-2024,Pessimistic,14351.4
Vijayawada,Q4,01-01-2025,Pessimistic,21988.649999999998
Vijayawada, Q1      ,01-04-2025,Pessimistic,31345.875
Vijayawada, Q2      ,01-07-2025,Pessimistic,5903.42
Vijayawada, Q3      ,01-10-2025,Pessimistic,15779.654999999999
Vijayawada, Q4      ,01-01-2026,Pessimistic,24190.829999999998
Vijayawada, Q1      ,01-04-2026,Pessimistic,34236.81
Vijayawada, Q2      ,01-07-2026,Pessimistic,6201.344999999999
Vijayawada, Q3      ,01-10-2026,Pessimistic,17293.079999999998
Vijayawada, Q4      ,01-01-2027,Pessimistic,26393.095
Vijayawada, Q1      ,01-04-2027,Pessimistic,37127.744999999995
Vijayawada, Q2      ,01-07-2027,Pessimistic,6499.2699999999995
Vijayawada, Q3      ,01-10-2027,Pessimistic,18806.504999999997
Vijayawada, Q4      ,01-01-2028,Pessimistic,28595.359999999997
Vijayawada, Q1      ,01-04-2028,Pessimistic,40018.68
Vijayawada, Q2      ,01-07-2028,Pessimistic,6797.195
Vijayawada, Q3      ,01-10-2028,Pessimistic,20319.93
Vijayawada, Q4      ,01-01-2029,Pessimistic,30797.625
Vijayawada,2,01-04-2029,Pessimistic,41414.884304152336
Vijayawada,3,01-07-2029,Pessimistic,8741.47838252154
Vijayawada,4,01-10-2029,Pessimistic,22289.11969003932
South Region Combined,2,01-04-2019,Baseline,72290
South Region Combined,2,01-04-2019,Optimistic,83133.49999999999
South Region Combined,2,01-04-2019,Pessimistic,61446.5
South Region Combined,3,01-07-2019,Baseline,33733.5
South Region Combined,3,01-07-2019,Optimistic,38793.524999999994
South Region Combined,3,01-07-2019,Pessimistic,28673.475
South Region Combined,4,01-10-2019,Baseline,42702
South Region Combined,4,01-10-2019,Optimistic,49107.299999999996
South Region Combined,4,01-10-2019,Pessimistic,36296.7
South Region Combined,1,01-01-2020,Baseline,72491
South Region Combined,1,01-01-2020,Optimistic,83364.65
South Region Combined,1,01-01-2020,Pessimistic,61617.35
South Region Combined,2,01-04-2020,Baseline,27147
South Region Combined,2,01-04-2020,Optimistic,31219.049999999996
South Region Combined,2,01-04-2020,Pessimistic,23074.95
South Region Combined,3,01-07-2020,Baseline,30695.5
South Region Combined,3,01-07-2020,Optimistic,35299.825
South Region Combined,3,01-07-2020,Pessimistic,26091.175
South Region Combined,4,01-10-2020,Baseline,46223.5
South Region Combined,4,01-10-2020,Optimistic,53157.025
South Region Combined,4,01-10-2020,Pessimistic,39289.975
South Region Combined,1,01-01-2021,Baseline,69268.5
South Region Combined,1,01-01-2021,Optimistic,79658.775
South Region Combined,1,01-01-2021,Pessimistic,58878.225
South Region Combined,2,01-04-2021,Baseline,59792
South Region Combined,2,01-04-2021,Optimistic,68760.79999999999
South Region Combined,2,01-04-2021,Pessimistic,50823.2
South Region Combined,3,01-07-2021,Baseline,35753
South Region Combined,3,01-07-2021,Optimistic,41115.95
South Region Combined,3,01-07-2021,Pessimistic,30390.05
South Region Combined,4,01-10-2021,Baseline,58344
South Region Combined,4,01-10-2021,Optimistic,67095.59999999999
South Region Combined,4,01-10-2021,Pessimistic,49592.399999999994
South Region Combined,1,01-01-2022,Baseline,70110
South Region Combined,1,01-01-2022,Optimistic,80626.5
South Region Combined,1,01-01-2022,Pessimistic,59593.49999999999
South Region Combined,2,01-04-2022,Baseline,78045.5
South Region Combined,2,01-04-2022,Optimistic,89752.32499999998
South Region Combined,2,01-04-2022,Pessimistic,66338.675
South Region Combined,3,01-07-2022,Baseline,35597
South Region Combined,3,01-07-2022,Optimistic,40936.549999999996
South Region Combined,3,01-07-2022,Pessimistic,30257.45
South Region Combined,4,01-10-2022,Baseline,66338
South Region Combined,4,01-10-2022,Optimistic,76288.7
South Region Combined,4,01-10-2022,Pessimistic,56387.3
South Region Combined,1,01-01-2023,Baseline,90215.5
South Region Combined,1,01-01-2023,Optimistic,103747.82499999998
South Region Combined,1,01-01-2023,Pessimistic,76683.175
South Region Combined,2,01-04-2023,Baseline,92219
South Region Combined,2,01-04-2023,Optimistic,106051.84999999999
South Region Combined,2,01-04-2023,Pessimistic,78386.15
South Region Combined,3,01-07-2023,Baseline,51205
South Region Combined,3,01-07-2023,Optimistic,58885.75
South Region Combined,3,01-07-2023,Pessimistic,43524.25
South Region Combined,4,01-10-2023,Baseline,97835.5
South Region Combined,4,01-10-2023,Optimistic,112510.82499999998
South Region Combined,4,01-10-2023,Pessimistic,83160.175
South Region Combined,1,01-01-2024,Baseline,144697.5
South Region Combined,1,01-01-2024,Optimistic,166402.125
South Region Combined,1,01-01-2024,Pessimistic,122992.875
South Region Combined,2,01-04-2024,Baseline,173045
South Region Combined,2,01-04-2024,Optimistic,199001.74999999997
South Region Combined,2,01-04-2024,Pessimistic,147088.25
South Region Combined,3,01-07-2024,Baseline,52405.46102878549
South Region Combined,3,01-07-2024,Optimistic,60266.28018310331
South Region Combined,3,01-07-2024,Pessimistic,44544.64187446766
South Region Combined,4,01-10-2024,Baseline,113544.03035461405
South Region Combined,4,01-10-2024,Optimistic,130575.63490780615
South Region Combined,4,01-10-2024,Pessimistic,96512.42580142194
South Region Combined,1,01-01-2025,Baseline,156971.3407004063
South Region Combined,1,01-01-2025,Optimistic,180517.04180546722
South Region Combined,1,01-01-2025,Pessimistic,133425.63959534533
South Region Combined,2,01-04-2025,Baseline,186602
South Region Combined,2,01-04-2025,Optimistic,214592.3
South Region Combined,2,01-04-2025,Pessimistic,158611.7
South Region Combined,3,01-07-2025,Baseline,55541.1
South Region Combined,3,01-07-2025,Optimistic,63872.265
South Region Combined,3,01-07-2025,Pessimistic,47209.935
South Region Combined,4,01-10-2025,Baseline,124531.50000000001
South Region Combined,4,01-10-2025,Optimistic,143211.225
South Region Combined,4,01-10-2025,Pessimistic,105851.775
South Region Combined,1,01-01-2026,Baseline,172359.5
South Region Combined,1,01-01-2026,Optimistic,198213.425
South Region Combined,1,01-01-2026,Pessimistic,146505.57499999998
South Region Combined,2,01-04-2026,Baseline,202309.6
South Region Combined,2,01-04-2026,Optimistic,232656.03999999998
South Region Combined,2,01-04-2026,Pessimistic,171963.16
South Region Combined,3,01-07-2026,Baseline,58742.4
South Region Combined,3,01-07-2026,Optimistic,67553.76
South Region Combined,3,01-07-2026,Pessimistic,49931.03999999999
South Region Combined,4,01-10-2026,Baseline,135912
South Region Combined,4,01-10-2026,Optimistic,156298.8
South Region Combined,4,01-10-2026,Pessimistic,115525.2
South Region Combined,1,01-01-2027,Baseline,187762.1
South Region Combined,1,01-01-2027,Optimistic,215926.41499999998
South Region Combined,1,01-01-2027,Pessimistic,159597.785
South Region Combined,2,01-04-2027,Baseline,218017.4
South Region Combined,2,01-04-2027,Optimistic,250720.00999999998
South Region Combined,2,01-04-2027,Pessimistic,185314.79
South Region Combined,3,01-07-2027,Baseline,61943.7
South Region Combined,3,01-07-2027,Optimistic,71235.25499999999
South Region Combined,3,01-07-2027,Pessimistic,52652.145
South Region Combined,4,01-10-2027,Baseline,147292.5
South Region Combined,4,01-10-2027,Optimistic,169386.37499999997
South Region Combined,4,01-10-2027,Pessimistic,125198.625
South Region Combined,1,01-01-2028,Baseline,203164.6
South Region Combined,1,01-01-2028,Optimistic,233639.28999999998
South Region Combined,1,01-01-2028,Pessimistic,172689.91
South Region Combined,2,01-04-2028,Baseline,233725.2
South Region Combined,2,01-04-2028,Optimistic,268783.98
South Region Combined,2,01-04-2028,Pessimistic,198666.42
South Region Combined,3,01-07-2028,Baseline,65145
South Region Combined,3,01-07-2028,Optimistic,74916.74999999999
South Region Combined,3,01-07-2028,Pessimistic,55373.25
South Region Combined,4,01-10-2028,Baseline,158673
South Region Combined,4,01-10-2028,Optimistic,182473.94999999998
South Region Combined,4,01-10-2028,Pessimistic,134872.05
South Region Combined,1,01-01-2029,Baseline,218567.2
South Region Combined,1,01-01-2029,Optimistic,251352.27999999997
South Region Combined,1,01-01-2029,Pessimistic,185782.12
South Region Combined,2,01-04-2029,Baseline,244514.0357310649
South Region Combined,2,01-04-2029,Optimistic,281191.1410907246
South Region Combined,2,01-04-2029,Pessimistic,207836.93037140518
South Region Combined,3,01-07-2029,Baseline,78776.09844254461
South Region Combined,3,01-07-2029,Optimistic,90592.51320892629
South Region Combined,3,01-07-2029,Pessimistic,66959.68367616291
South Region Combined,4,01-10-2029,Baseline,171520.57064061484
South Region Combined,4,01-10-2029,Optimistic,197248.65623670706
South Region Combined,4,01-10-2029,Pessimistic,145792.48504452262
